Province,Stakeholder,District,Product,Reporting Rate,Consumption,AMC,SOH Dist,Rrate,Total HF,SOF lvl,SOH Field
AJK,GS,Bagh,Condom,01-01-17,84,195,0,50,2,0,0
AJK,GS,Bagh,Condom,01-03-17,306,245,0,50,2,0,0
AJK,GS,Bagh,Condom,01-04-17,384,258,0,50,2,0,0
AJK,GS,Bagh,Condom,01-05-17,48,246,0,50,2,0,0
AJK,GS,Bagh,Condom,01-06-17,48,160,0,50,2,0,0
AJK,GS,Bhimber,1-Month Inj,01-01-17,1,1.67,0,50,2,0,0
AJK,GS,Bhimber,1-Month Inj,01-02-17,4,2.33,0,50,2,0,0
AJK,GS,Bhimber,1-Month Inj,01-03-17,14,6.33,0,50,2,0,0
AJK,GS,Bhimber,1-Month Inj,01-04-17,0,6.33,0,50,2,0,0
AJK,GS,Bhimber,1-Month Inj,01-05-17,28,15.33,0,50,2,0,0
AJK,GS,Bhimber,1-Month Inj,01-06-17,11,17.67,0,50,2,0,0
AJK,GS,Bhimber,2-Month Inj,01-01-17,-13,23.33,0,50,2,0,0
AJK,GS,Bhimber,2-Month Inj,01-02-17,2,15.67,0,50,2,0,0
AJK,GS,Bhimber,2-Month Inj,01-03-17,27,20,0,50,2,0,0
AJK,GS,Bhimber,2-Month Inj,01-04-17,0,20,0,50,2,0,0
AJK,GS,Bhimber,2-Month Inj,01-05-17,60,29.67,0,50,2,0,0
AJK,GS,Bhimber,2-Month Inj,01-06-17,83,56.67,0,50,2,0,0
AJK,GS,Bhimber,3-Month Inj,01-01-17,49,59.67,0,50,2,0,0
AJK,GS,Bhimber,3-Month Inj,01-02-17,24,55,0,50,2,0,0
AJK,GS,Bhimber,3-Month Inj,01-03-17,67,46.67,0,50,2,0,0
AJK,GS,Bhimber,3-Month Inj,01-04-17,128,73,0,50,2,0,0
AJK,GS,Bhimber,3-Month Inj,01-05-17,234,143,0,50,2,0,0
AJK,GS,Bhimber,3-Month Inj,01-06-17,215,192.33,0,50,2,0,0
AJK,GS,Bhimber,COC,01-01-17,36,36,0,50,2,0,0
AJK,GS,Bhimber,COC,01-04-17,51,41,0,50,2,0,0
AJK,GS,Bhimber,COC,01-05-17,30,39,0,50,2,0,0
AJK,GS,Bhimber,COC,01-06-17,0,39,0,50,2,0,0
AJK,GS,Bhimber,Condom,01-01-17,717,686,0,50,2,0,0
AJK,GS,Bhimber,Condom,01-02-17,240,612,0,50,2,0,0
AJK,GS,Bhimber,Condom,01-03-17,186,381,0,50,2,0,0
AJK,GS,Bhimber,Condom,01-04-17,1887,771,0,50,2,0,0
AJK,GS,Bhimber,Condom,01-05-17,-771,771,0,50,2,0,0
AJK,GS,Bhimber,Condom,01-06-17,60,711,0,50,2,0,0
AJK,GS,Bhimber,ECP,01-01-17,128,79.67,0,50,2,0,0
AJK,GS,Bhimber,ECP,01-02-17,40,68,0,50,2,0,0
AJK,GS,Bhimber,ECP,01-03-17,47,71.67,0,50,2,0,0
AJK,GS,Bhimber,ECP,01-04-17,64,50.33,0,50,2,0,0
AJK,GS,Bhimber,ECP,01-05-17,110,73.67,0,50,2,0,0
AJK,GS,Bhimber,ECP,01-06-17,0,73.67,0,50,2,0,0
AJK,GS,Bhimber,Multiload,01-04-17,0,15,0,50,2,0,0
AJK,GS,Bhimber,Multiload,01-05-17,0,15,0,50,2,0,0
AJK,GS,Bhimber,Multiload,01-06-17,0,15,0,50,2,0,0
AJK,GS,Bhimber,Safe Load,01-04-17,0,10,0,50,2,0,0
AJK,GS,Bhimber,Safe Load,01-05-17,0,10,0,50,2,0,0
AJK,GS,Bhimber,Safe Load,01-06-17,0,10,0,50,2,0,0
AJK,GS,Kotli,1-Month Inj,01-01-17,25,29,0,50,2,0,0
AJK,GS,Kotli,1-Month Inj,01-02-17,2,27.67,0,50,2,0,0
AJK,GS,Kotli,1-Month Inj,01-03-17,2,9.67,0,50,2,0,0
AJK,GS,Kotli,2-Month Inj,01-01-17,112,50.67,0,50,2,0,0
AJK,GS,Kotli,3-Month Inj,01-01-17,131,122.33,0,50,2,0,0
AJK,GS,Kotli,3-Month Inj,01-02-17,11,86.33,0,50,2,0,0
AJK,GS,Kotli,3-Month Inj,01-03-17,141,94.33,0,50,2,0,0
AJK,GS,Kotli,3-Month Inj,01-04-17,237,129.67,0,50,2,0,0
AJK,GS,Kotli,3-Month Inj,01-05-17,270,216,0,50,2,0,0
AJK,GS,Kotli,3-Month Inj,01-06-17,234,247,0,50,2,0,0
AJK,GS,Kotli,COC,01-01-17,300,213,0,50,2,0,0
AJK,GS,Kotli,COC,01-02-17,6,107,0,50,2,0,0
AJK,GS,Kotli,COC,01-03-17,15,107,0,50,2,0,0
AJK,GS,Kotli,COC,01-04-17,0,107,0,50,2,0,0
AJK,GS,Kotli,COC,01-05-17,9,10,0,50,2,0,0
AJK,GS,Kotli,COC,01-06-17,0,10,0,50,2,0,0
AJK,GS,Kotli,Condom,01-01-17,1164,1922,0,50,2,0,0
AJK,GS,Kotli,Condom,01-02-17,1200,1460,0,50,2,0,0
AJK,GS,Kotli,Condom,01-03-17,2934,1766,0,50,2,0,0
AJK,GS,Kotli,Condom,01-04-17,6444,3526,0,50,2,0,0
AJK,GS,Kotli,Condom,01-05-17,-687,3526,0,50,2,0,0
AJK,GS,Kotli,Condom,01-06-17,2517,3965,0,50,2,0,0
AJK,GS,Kotli,ECP,01-03-17,115,143.33,0,50,2,0,0
AJK,GS,Kotli,ECP,01-04-17,5,51.33,0,50,2,0,0
AJK,GS,Kotli,ECP,01-05-17,219,113,0,50,2,0,0
AJK,GS,Kotli,ECP,01-06-17,0,113,0,50,2,0,0
AJK,GS,Mirpur,1-Month Inj,01-01-17,15,20.67,0,50,2,0,0
AJK,GS,Mirpur,1-Month Inj,01-02-17,92,38,0,50,2,0,0
AJK,GS,Mirpur,1-Month Inj,01-03-17,48,51.67,0,50,2,0,0
AJK,GS,Mirpur,1-Month Inj,01-04-17,2,47.33,0,50,2,0,0
AJK,GS,Mirpur,1-Month Inj,01-05-17,13,21,0,50,2,0,0
AJK,GS,Mirpur,1-Month Inj,01-06-17,8,7.67,0,50,2,0,0
AJK,GS,Mirpur,2-Month Inj,01-01-17,11,19,0,50,2,0,0
AJK,GS,Mirpur,2-Month Inj,01-02-17,23,15,0,50,2,0,0
AJK,GS,Mirpur,2-Month Inj,01-03-17,61,31.67,0,50,2,0,0
AJK,GS,Mirpur,2-Month Inj,01-04-17,17,33.67,0,50,2,0,0
AJK,GS,Mirpur,2-Month Inj,01-05-17,9,29,0,50,2,0,0
AJK,GS,Mirpur,2-Month Inj,01-06-17,3,9.67,0,50,2,0,0
AJK,GS,Mirpur,3-Month Inj,01-01-17,111,102.67,0,50,2,0,0
AJK,GS,Mirpur,3-Month Inj,01-02-17,71,95.67,0,50,2,0,0
AJK,GS,Mirpur,3-Month Inj,01-03-17,136,106,0,50,2,0,0
AJK,GS,Mirpur,3-Month Inj,01-04-17,151,119.33,0,50,2,0,0
AJK,GS,Mirpur,3-Month Inj,01-05-17,303,196.67,0,50,2,0,0
AJK,GS,Mirpur,3-Month Inj,01-06-17,213,222.33,0,50,2,0,0
AJK,GS,Mirpur,COC,01-01-17,129,151,0,50,2,0,0
AJK,GS,Mirpur,COC,01-02-17,162,124,0,50,2,0,0
AJK,GS,Mirpur,COC,01-03-17,246,179,0,50,2,0,0
AJK,GS,Mirpur,COC,01-04-17,132,180,0,50,2,0,0
AJK,GS,Mirpur,COC,01-05-17,120,166,0,50,2,0,0
AJK,GS,Mirpur,COC,01-06-17,90,114,0,50,2,0,0
AJK,GS,Mirpur,Condom,01-01-17,34404,48352,0,50,2,0,0
AJK,GS,Mirpur,Condom,01-02-17,-11619,48352,0,50,2,0,0
AJK,GS,Mirpur,Condom,01-03-17,-42432,48352,0,50,2,0,0
AJK,GS,Mirpur,Condom,01-04-17,4740,38769,0,50,2,0,0
AJK,GS,Mirpur,Condom,01-05-17,5226,14790,0,50,2,0,0
AJK,GS,Mirpur,Condom,01-06-17,2709,4225,0,50,2,0,0
AJK,GS,Mirpur,ECP,01-01-17,216,375.67,0,50,2,0,0
AJK,GS,Mirpur,ECP,01-02-17,128,344,0,50,2,0,0
AJK,GS,Mirpur,ECP,01-03-17,366,236.67,0,50,2,0,0
AJK,GS,Mirpur,ECP,01-04-17,226,240,0,50,2,0,0
AJK,GS,Mirpur,ECP,01-05-17,343,311.67,0,50,2,0,0
AJK,GS,Mirpur,ECP,01-06-17,159,242.67,0,50,2,0,0
AJK,GS,Mirpur,Multiload,01-01-17,10,13.33,0,50,2,0,0
AJK,GS,Mirpur,Multiload,01-02-17,13,11,0,50,2,0,0
AJK,GS,Mirpur,Multiload,01-03-17,17,13.33,0,50,2,0,0
AJK,GS,Mirpur,Multiload,01-04-17,24,18,0,50,2,0,0
AJK,GS,Mirpur,Multiload,01-05-17,60,33.67,0,50,2,0,0
AJK,GS,Mirpur,Multiload,01-06-17,0,33.67,0,50,2,0,0
AJK,GS,Mirpur,Safe Load,01-01-17,5,15,0,50,2,0,0
AJK,GS,Mirpur,Safe Load,01-02-17,10,15,0,50,2,0,0
AJK,GS,Muzaffarabad,1-Month Inj,01-01-17,16,12.67,0,50,2,0,0
AJK,GS,Muzaffarabad,1-Month Inj,01-02-17,33,16.67,0,50,2,0,0
AJK,GS,Muzaffarabad,1-Month Inj,01-03-17,15,21.33,0,50,2,0,0
AJK,GS,Muzaffarabad,1-Month Inj,01-04-17,0,21.33,0,50,2,0,0
AJK,GS,Muzaffarabad,1-Month Inj,01-05-17,5,17.67,0,50,2,0,0
AJK,GS,Muzaffarabad,1-Month Inj,01-06-17,3,7.67,0,50,2,0,0
AJK,GS,Muzaffarabad,2-Month Inj,01-01-17,18,17,0,50,2,0,0
AJK,GS,Muzaffarabad,2-Month Inj,01-02-17,20,18.67,0,50,2,0,0
AJK,GS,Muzaffarabad,3-Month Inj,01-01-17,6,39.67,0,50,2,0,0
AJK,GS,Muzaffarabad,3-Month Inj,01-02-17,36,34.33,0,50,2,0,0
AJK,GS,Muzaffarabad,3-Month Inj,01-03-17,90,44,0,50,2,0,0
AJK,GS,Muzaffarabad,3-Month Inj,01-04-17,38,54.67,0,50,2,0,0
AJK,GS,Muzaffarabad,3-Month Inj,01-05-17,61,63,0,50,2,0,0
AJK,GS,Muzaffarabad,3-Month Inj,01-06-17,31,43.33,0,50,2,0,0
AJK,GS,Muzaffarabad,COC,01-01-17,3,7,0,50,2,0,0
AJK,GS,Muzaffarabad,COC,01-02-17,15,10,0,50,2,0,0
AJK,GS,Muzaffarabad,COC,01-03-17,21,13,0,50,2,0,0
AJK,GS,Muzaffarabad,COC,01-04-17,18,18,0,50,2,0,0
AJK,GS,Muzaffarabad,COC,01-05-17,0,18,0,50,2,0,0
AJK,GS,Muzaffarabad,COC,01-06-17,9,16,0,50,2,0,0
AJK,GS,Muzaffarabad,Condom,01-01-17,11415,6003,0,50,2,0,0
AJK,GS,Muzaffarabad,Condom,01-02-17,24987,13638,0,50,2,0,0
AJK,GS,Muzaffarabad,Condom,01-03-17,73074,36492,0,50,2,0,0
AJK,GS,Muzaffarabad,Condom,01-04-17,22944,40335,0,50,2,0,0
AJK,GS,Muzaffarabad,Condom,01-05-17,24444,40154,0,50,2,0,0
AJK,GS,Muzaffarabad,Condom,01-06-17,-6870,40154,0,50,2,0,0
AJK,GS,Muzaffarabad,ECP,01-01-17,36,238,0,50,2,0,0
AJK,GS,Muzaffarabad,ECP,01-02-17,152,260,0,50,2,0,0
AJK,GS,Muzaffarabad,ECP,01-03-17,112,100,0,50,2,0,0
AJK,GS,Muzaffarabad,ECP,01-04-17,84,116,0,50,2,0,0
AJK,GS,Muzaffarabad,ECP,01-05-17,255,150.33,0,50,2,0,0
AJK,GS,Muzaffarabad,ECP,01-06-17,80,139.67,0,50,2,0,0
AJK,GS,Muzaffarabad,Multiload,01-01-17,290,293.33,0,50,2,0,0
AJK,GS,Muzaffarabad,Multiload,01-02-17,320,293.33,0,50,2,0,0
AJK,GS,Muzaffarabad,Multiload,01-03-17,360,323.33,0,50,2,0,0
AJK,GS,Muzaffarabad,Multiload,01-04-17,290,323.33,0,50,2,0,0
AJK,GS,Muzaffarabad,Multiload,01-05-17,290,313.33,0,50,2,0,0
AJK,GS,Muzaffarabad,Multiload,01-06-17,60,213.33,0,50,2,0,0
AJK,GS,Neelum,3-Month Inj,01-03-17,5,5,0,50,2,0,0
AJK,GS,Neelum,3-Month Inj,01-04-17,8,6.5,0,50,2,0,0
AJK,GS,Neelum,3-Month Inj,01-05-17,0,6.5,0,50,2,0,0
AJK,GS,Neelum,3-Month Inj,01-06-17,11,8,0,50,2,0,0
AJK,GS,Neelum,Condom,01-03-17,84,84,0,50,2,0,0
AJK,GS,Neelum,Condom,01-04-17,726,405,0,50,2,0,0
AJK,GS,Neelum,Condom,01-05-17,39,283,0,50,2,0,0
AJK,GS,Neelum,Condom,01-06-17,720,495,0,50,2,0,0
AJK,GS,Neelum,ECP,01-03-17,16,16,0,50,2,0,0
AJK,GS,Neelum,ECP,01-04-17,5,10.5,0,50,2,0,0
AJK,GS,Neelum,ECP,01-05-17,0,10.5,0,50,2,0,0
AJK,GS,Neelum,ECP,01-06-17,0,10.5,0,50,2,0,0
AJK,GS,Neelum,Multiload,01-04-17,0,0,0,50,2,0,0
AJK,GS,Neelum,Multiload,01-05-17,10,10,0,50,2,0,0
AJK,GS,Neelum,Multiload,01-06-17,0,10,0,50,2,0,0
AJK,GS,Rawalakote,1-Month Inj,01-02-17,11,10,0,50,2,0,0
AJK,GS,Rawalakote,1-Month Inj,01-03-17,3,9,0,50,2,0,0
AJK,GS,Rawalakote,1-Month Inj,01-04-17,11,8.33,0,50,2,0,0
AJK,GS,Rawalakote,1-Month Inj,01-05-17,5,6.33,0,50,2,0,0
AJK,GS,Rawalakote,1-Month Inj,01-06-17,11,9,0,50,2,0,0
AJK,GS,Rawalakote,2-Month Inj,01-02-17,10,12,0,50,2,0,0
AJK,GS,Rawalakote,2-Month Inj,01-03-17,5,9.67,0,50,2,0,0
AJK,GS,Rawalakote,2-Month Inj,01-04-17,24,13,0,50,2,0,0
AJK,GS,Rawalakote,2-Month Inj,01-05-17,177,68.67,0,50,2,0,0
AJK,GS,Rawalakote,2-Month Inj,01-06-17,0,68.67,0,50,2,0,0
AJK,GS,Rawalakote,3-Month Inj,01-01-17,0,27,0,50,2,0,0
AJK,GS,Rawalakote,3-Month Inj,01-02-17,37,29,0,50,2,0,0
AJK,GS,Rawalakote,3-Month Inj,01-03-17,12,28.67,0,50,2,0,0
AJK,GS,Rawalakote,3-Month Inj,01-04-17,81,43.33,0,50,2,0,0
AJK,GS,Rawalakote,3-Month Inj,01-05-17,263,118.67,0,50,2,0,0
AJK,GS,Rawalakote,3-Month Inj,01-06-17,67,137,0,50,2,0,0
AJK,GS,Rawalakote,COC,01-01-17,30,65,0,50,2,0,0
AJK,GS,Rawalakote,COC,01-02-17,27,62,0,50,2,0,0
AJK,GS,Rawalakote,COC,01-03-17,81,46,0,50,2,0,0
AJK,GS,Rawalakote,COC,01-04-17,96,68,0,50,2,0,0
AJK,GS,Rawalakote,COC,01-05-17,180,119,0,50,2,0,0
AJK,GS,Rawalakote,COC,01-06-17,0,119,0,50,2,0,0
AJK,GS,Rawalakote,Condom,01-01-17,387192,129876,0,50,2,0,0
AJK,GS,Rawalakote,Condom,01-02-17,5688,131372,0,50,2,0,0
AJK,GS,Rawalakote,Condom,01-03-17,7908,133596,0,50,2,0,0
AJK,GS,Rawalakote,Condom,01-04-17,1488,5028,0,50,2,0,0
AJK,GS,Rawalakote,Condom,01-05-17,9888,6428,0,50,2,0,0
AJK,GS,Rawalakote,Condom,01-06-17,36,3804,0,50,2,0,0
AJK,GS,Rawalakote,ECP,01-01-17,8,9.67,0,50,2,0,0
AJK,GS,Rawalakote,ECP,01-02-17,41,21.33,0,50,2,0,0
AJK,GS,Rawalakote,ECP,01-03-17,12,20.33,0,50,2,0,0
AJK,GS,Rawalakote,ECP,01-04-17,60,37.67,0,50,2,0,0
AJK,GS,Rawalakote,ECP,01-05-17,137,69.67,0,50,2,0,0
AJK,GS,Rawalakote,ECP,01-06-17,0,69.67,0,50,2,0,0
AJK,GS,Rawalakote,Multiload,01-01-17,100,60,0,50,2,0,0
AJK,GS,Rawalakote,Multiload,01-02-17,40,66.67,0,50,2,0,0
AJK,GS,Rawalakote,Multiload,01-03-17,40,60,0,50,2,0,0
AJK,GS,Rawalakote,Multiload,01-04-17,65,48.33,0,50,2,0,0
AJK,GS,Rawalakote,Multiload,01-05-17,20,41.67,0,50,2,0,0
AJK,GS,Rawalakote,Multiload,01-06-17,0,41.67,0,50,2,0,0
AJK,GS,Rawalakote,Safe Load,01-02-17,40,53.33,0,50,2,0,0
AJK,GS,Rawalakote,Safe Load,01-03-17,30,43.33,0,50,2,0,0
AJK,GS,Rawalakote,Safe Load,01-04-17,40,36.67,0,50,2,0,0
AJK,GS,Rawalakote,Safe Load,01-05-17,20,30,0,50,2,0,0
AJK,GS,Rawalakote,Safe Load,01-06-17,0,30,0,50,2,0,0
AJK,PWD,Muzaffarabad,2-Month Inj,01-01-17,0,6,0,67,3,0,0
AJK,PWD,Muzaffarabad,2-Month Inj,01-02-17,0,6,0,67,3,0,0
AJK,PWD,Muzaffarabad,2-Month Inj,01-03-17,0,6,0,67,3,0,0
AJK,PWD,Muzaffarabad,2-Month Inj,01-04-17,0,6,0,67,3,0,0
AJK,PWD,Muzaffarabad,2-Month Inj,01-05-17,0,6,0,67,3,0,0
AJK,PWD,Muzaffarabad,2-Month Inj,01-06-17,0,6,0,67,3,0,0
AJK,PWD,Muzaffarabad,2-Month Inj,01-07-17,0,6,0,33,6,0,0
AJK,PWD,Muzaffarabad,2-Month Inj,01-08-17,0,6,0,33,6,0,0
AJK,PWD,Muzaffarabad,3 Month Inj.- Sayana Press,01-06-17,0,0,0,67,3,0,0
AJK,PWD,Muzaffarabad,3-Month Inj,01-01-17,527,596.67,125,67,3,928,803
AJK,PWD,Muzaffarabad,3-Month Inj,01-02-17,841,692.33,750,67,3,2087,1337
AJK,PWD,Muzaffarabad,3-Month Inj,01-03-17,848,738.67,300,67,3,1239,939
AJK,PWD,Muzaffarabad,3-Month Inj,01-04-17,717,802,0,67,3,522,522
AJK,PWD,Muzaffarabad,3-Month Inj,01-05-17,333,632.67,2750,67,3,2989,239
AJK,PWD,Muzaffarabad,3-Month Inj,01-06-17,165,405,2000,67,3,2824,824
AJK,PWD,Muzaffarabad,3-Month Inj,01-07-17,628,375.33,1275,33,6,2196,921
AJK,PWD,Muzaffarabad,3-Month Inj,01-08-17,725,506,2800,33,6,3871,1071
AJK,PWD,Muzaffarabad,COC,01-01-17,1329,1384.33,1730,67,3,3804,2074
AJK,PWD,Muzaffarabad,COC,01-02-17,1726,1495.33,5010,67,3,7118,2108
AJK,PWD,Muzaffarabad,COC,01-03-17,1883,1646,3370,67,3,5235,1865
AJK,PWD,Muzaffarabad,COC,01-04-17,1553,1720.67,2150,67,3,3682,1532
AJK,PWD,Muzaffarabad,COC,01-05-17,955,1463.67,4069,67,3,5607,1538
AJK,PWD,Muzaffarabad,COC,01-06-17,1018,1175.33,2599,67,3,4589,1990
AJK,PWD,Muzaffarabad,COC,01-07-17,657,876.67,2099,33,6,3932,1833
AJK,PWD,Muzaffarabad,COC,01-08-17,727,800.67,9564,33,6,11125,1561
AJK,PWD,Muzaffarabad,Condom,01-01-17,22460,20974.67,8700,67,3,28851,20151
AJK,PWD,Muzaffarabad,Condom,01-02-17,23043,22187.67,65800,67,3,86808,21008
AJK,PWD,Muzaffarabad,Condom,01-03-17,23166,22889.67,42900,67,3,63042,20142
AJK,PWD,Muzaffarabad,Condom,01-04-17,18850,21686.33,22900,67,3,44192,21292
AJK,PWD,Muzaffarabad,Condom,01-05-17,16367,19461,62520,67,3,81825,19305
AJK,PWD,Muzaffarabad,Condom,01-06-17,12288,15835,49140,67,3,69537,20397
AJK,PWD,Muzaffarabad,Condom,01-07-17,15942,14865.67,37140,33,6,53595,16455
AJK,PWD,Muzaffarabad,Condom,01-08-17,14447,14225.67,105440,33,6,126148,20708
AJK,PWD,Muzaffarabad,Copper-T-380A,01-01-17,241,296.33,15,67,3,960,945
AJK,PWD,Muzaffarabad,Copper-T-380A,01-02-17,428,351,325,67,3,1432,1107
AJK,PWD,Muzaffarabad,Copper-T-380A,01-03-17,321,330,85,67,3,1111,1026
AJK,PWD,Muzaffarabad,Copper-T-380A,01-04-17,281,343.33,0,67,3,830,830
AJK,PWD,Muzaffarabad,Copper-T-380A,01-05-17,119,240.33,1500,67,3,2211,711
AJK,PWD,Muzaffarabad,Copper-T-380A,01-06-17,37,145.67,1075,67,3,2174,1099
AJK,PWD,Muzaffarabad,Copper-T-380A,01-07-17,219,125,750,33,6,1630,880
AJK,PWD,Muzaffarabad,Copper-T-380A,01-08-17,235,163.67,2250,33,6,3088,838
AJK,PWD,Muzaffarabad,ECP,01-01-17,0,0,0,67,3,0,0
AJK,PWD,Muzaffarabad,ECP,01-02-17,0,0,0,67,3,0,0
AJK,PWD,Muzaffarabad,ECP,01-03-17,0,0,0,67,3,0,0
AJK,PWD,Muzaffarabad,ECP,01-04-17,0,0,0,67,3,0,0
AJK,PWD,Muzaffarabad,ECP,01-05-17,0,0,0,67,3,0,0
AJK,PWD,Muzaffarabad,ECP,01-06-17,0,0,0,67,3,0,0
AJK,PWD,Muzaffarabad,ECP,01-07-17,0,0,0,33,6,0,0
AJK,PWD,Muzaffarabad,ECP,01-08-17,0,0,0,33,6,0,0
AJK,PWD,Muzaffarabad,Implanon,01-01-17,0,1,0,67,3,7,7
AJK,PWD,Muzaffarabad,Implanon,01-02-17,5,2.33,0,67,3,2,2
AJK,PWD,Muzaffarabad,Implanon,01-03-17,2,2.67,0,67,3,10,10
AJK,PWD,Muzaffarabad,Implanon,01-04-17,2,3,0,67,3,8,8
AJK,PWD,Muzaffarabad,Implanon,01-05-17,1,1.67,0,67,3,7,7
AJK,PWD,Muzaffarabad,Implanon,01-06-17,0,1.67,0,67,3,7,7
AJK,PWD,Muzaffarabad,Implanon,01-07-17,6,3,0,33,6,1,1
AJK,PWD,Muzaffarabad,Implanon,01-08-17,0,3,0,33,6,1,1
AJK,PWD,Muzaffarabad,Jadelle,01-01-17,0,0,0,67,3,0,0
AJK,PWD,Muzaffarabad,Jadelle,01-02-17,0,0,0,67,3,0,0
AJK,PWD,Muzaffarabad,Jadelle,01-03-17,0,0,0,67,3,0,0
AJK,PWD,Muzaffarabad,Jadelle,01-04-17,0,0,0,67,3,0,0
AJK,PWD,Muzaffarabad,Jadelle,01-05-17,0,0,0,67,3,0,0
AJK,PWD,Muzaffarabad,Jadelle,01-06-17,0,0,0,67,3,0,0
AJK,PWD,Muzaffarabad,Jadelle,01-07-17,0,0,0,33,6,0,0
AJK,PWD,Muzaffarabad,Jadelle,01-08-17,0,0,0,33,6,0,0
AJK,PWD,Muzaffarabad,Multiload,01-01-17,0,27,0,67,3,0,0
AJK,PWD,Muzaffarabad,Multiload,01-02-17,0,27,0,67,3,0,0
AJK,PWD,Muzaffarabad,Multiload,01-03-17,0,27,0,67,3,0,0
AJK,PWD,Muzaffarabad,Multiload,01-04-17,0,27,0,67,3,0,0
AJK,PWD,Muzaffarabad,Multiload,01-05-17,0,27,0,67,3,0,0
AJK,PWD,Muzaffarabad,Multiload,01-06-17,0,27,0,67,3,0,0
AJK,PWD,Muzaffarabad,Multiload,01-07-17,0,27,0,33,6,0,0
AJK,PWD,Muzaffarabad,Multiload,01-08-17,0,27,0,33,6,0,0
AJK,PWD,Muzaffarabad,POP,01-01-17,106,176.33,15,67,3,476,461
AJK,PWD,Muzaffarabad,POP,01-02-17,74,160,0,67,3,402,402
AJK,PWD,Muzaffarabad,POP,01-03-17,89,89.67,0,67,3,213,213
AJK,PWD,Muzaffarabad,POP,01-04-17,26,63,0,67,3,187,187
AJK,PWD,Muzaffarabad,POP,01-05-17,39,51.33,0,67,3,148,148
AJK,PWD,Muzaffarabad,POP,01-06-17,4,23,0,67,3,144,144
AJK,PWD,Muzaffarabad,POP,01-07-17,15,19.33,0,33,6,129,129
AJK,PWD,Muzaffarabad,POP,01-08-17,14,11,720,33,6,881,161
Balochistan,GS,Chaghi,1-Month Inj,01-01-17,3,6,0,50,2,0,0
Balochistan,GS,Chaghi,1-Month Inj,01-03-17,2,2.67,0,50,2,0,0
Balochistan,GS,Chaghi,1-Month Inj,01-04-17,3,2.67,0,50,2,0,0
Balochistan,GS,Chaghi,1-Month Inj,01-05-17,2,2.33,0,50,2,0,0
Balochistan,GS,Chaghi,1-Month Inj,01-06-17,3,2.67,0,50,2,0,0
Balochistan,GS,Chaghi,2-Month Inj,01-01-17,11,17,0,50,2,0,0
Balochistan,GS,Chaghi,2-Month Inj,01-02-17,6,9.67,0,50,2,0,0
Balochistan,GS,Chaghi,2-Month Inj,01-03-17,18,11.67,0,50,2,0,0
Balochistan,GS,Chaghi,2-Month Inj,01-04-17,11,11.67,0,50,2,0,0
Balochistan,GS,Chaghi,2-Month Inj,01-05-17,13,14,0,50,2,0,0
Balochistan,GS,Chaghi,2-Month Inj,01-06-17,0,14,0,50,2,0,0
Balochistan,GS,Chaghi,3-Month Inj,01-01-17,96,107,0,50,2,0,0
Balochistan,GS,Chaghi,3-Month Inj,01-02-17,73,70,0,50,2,0,0
Balochistan,GS,Chaghi,3-Month Inj,01-03-17,58,75.67,0,50,2,0,0
Balochistan,GS,Chaghi,3-Month Inj,01-04-17,51,60.67,0,50,2,0,0
Balochistan,GS,Chaghi,3-Month Inj,01-05-17,59,56,0,50,2,0,0
Balochistan,GS,Chaghi,3-Month Inj,01-06-17,51,53.67,0,50,2,0,0
Balochistan,GS,Chaghi,COC,01-01-17,111,121,0,50,2,0,0
Balochistan,GS,Chaghi,COC,01-03-17,84,89,0,50,2,0,0
Balochistan,GS,Chaghi,COC,01-04-17,150,115,0,50,2,0,0
Balochistan,GS,Chaghi,COC,01-05-17,138,124,0,50,2,0,0
Balochistan,GS,Chaghi,COC,01-06-17,39,109,0,50,2,0,0
Balochistan,GS,Chaghi,Condom,01-01-17,762,5621,0,50,2,0,0
Balochistan,GS,Chaghi,Condom,01-02-17,624,3023,0,50,2,0,0
Balochistan,GS,Chaghi,Condom,01-03-17,3438,1608,0,50,2,0,0
Balochistan,GS,Chaghi,Condom,01-04-17,2136,2066,0,50,2,0,0
Balochistan,GS,Chaghi,Condom,01-05-17,468,2014,0,50,2,0,0
Balochistan,GS,Chaghi,Condom,01-06-17,2208,1604,0,50,2,0,0
Balochistan,GS,Chaghi,ECP,01-01-17,96,88.67,0,50,2,0,0
Balochistan,GS,Chaghi,ECP,01-02-17,77,88,0,50,2,0,0
Balochistan,GS,Chaghi,ECP,01-03-17,30,67.67,0,50,2,0,0
Balochistan,GS,Chaghi,ECP,01-04-17,183,96.67,0,50,2,0,0
Balochistan,GS,Chaghi,ECP,01-05-17,93,102,0,50,2,0,0
Balochistan,GS,Chaghi,ECP,01-06-17,22,99.33,0,50,2,0,0
Balochistan,GS,Chaghi,Multiload,01-02-17,10,20,0,50,2,0,0
Balochistan,GS,Chaghi,Multiload,01-04-17,10,10,0,50,2,0,0
Balochistan,GS,Chaghi,Multiload,01-05-17,10,10,0,50,2,0,0
Balochistan,GS,Chaghi,Multiload,01-06-17,0,10,0,50,2,0,0
Balochistan,GS,Chaghi,Safe Load,01-02-17,10,10,0,50,2,0,0
Balochistan,GS,Chaghi,Safe Load,01-04-17,10,10,0,50,2,0,0
Balochistan,GS,Chaghi,Safe Load,01-05-17,10,10,0,50,2,0,0
Balochistan,GS,Chaghi,Safe Load,01-06-17,0,10,0,50,2,0,0
