Province,Stakeholder,District,Product,Reporting Rate,Consumption,AMC,SOH Dist,Rrate,Total HF,SOF lvl,SOH Field
Khyber Pakhtunkhwa,PWD,Kohistan,Female,01-01-17,0,0,0,3,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Female,01-02-17,0,0,0,3,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Female,01-03-17,0,0,0,3,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Female,01-04-17,0,0,0,3,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Female,01-05-17,0,0,0,3,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Female,01-06-17,0,0,0,3,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Female,01-07-17,0,0,0,2,58,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Female,01-08-17,0,0,0,2,58,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Implanon,01-01-17,0,0,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Implanon,01-02-17,0,0,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Implanon,01-03-17,0,0,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Implanon,01-04-17,0,0,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Implanon,01-05-17,0,0,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Implanon,01-06-17,0,0,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Implanon,01-07-17,0,0,0,3,58,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Implanon,01-08-17,0,0,0,3,58,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Jadelle,01-01-17,0,0,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Jadelle,01-02-17,0,0,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Jadelle,01-03-17,0,0,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Jadelle,01-04-17,0,0,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Jadelle,01-05-17,0,0,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Jadelle,01-06-17,0,0,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Jadelle,01-07-17,0,0,0,3,58,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Jadelle,01-08-17,0,0,0,3,58,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Male,01-01-17,0,0,0,3,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Male,01-02-17,0,0,0,3,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Male,01-03-17,0,0,0,3,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Male,01-04-17,0,0,0,3,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Male,01-05-17,0,0,0,3,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Male,01-06-17,0,0,0,3,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Male,01-07-17,0,0,0,2,58,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Male,01-08-17,0,0,0,2,58,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Multiload,01-01-17,0,114,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Multiload,01-02-17,0,114,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Multiload,01-03-17,0,114,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Multiload,01-04-17,0,114,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Multiload,01-05-17,0,114,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Multiload,01-06-17,0,114,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Multiload,01-07-17,0,114,0,3,58,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,Multiload,01-08-17,0,114,0,3,58,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,POP,01-01-17,0,186.67,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,POP,01-02-17,0,186.67,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,POP,01-03-17,0,186.67,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,POP,01-04-17,0,186.67,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,POP,01-05-17,0,186.67,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,POP,01-06-17,0,186.67,0,7,29,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,POP,01-07-17,0,186.67,0,3,58,0,0
Khyber Pakhtunkhwa,PWD,Kohistan,POP,01-08-17,0,186.67,0,3,58,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,2-Month Inj,01-01-17,0,200,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,2-Month Inj,01-02-17,0,200,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,2-Month Inj,01-03-17,0,200,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,2-Month Inj,01-04-17,0,200,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,2-Month Inj,01-05-17,0,200,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,2-Month Inj,01-06-17,0,200,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,2-Month Inj,01-07-17,0,200,0,3,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,2-Month Inj,01-08-17,0,200,0,3,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,2-Month Inj,01-09-17,0,200,0,2,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,3 Month Inj.- Sayana Press,01-07-17,0,0,0,2,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,3-Month Inj,01-01-17,480,547.33,0,6,32,771,771
Khyber Pakhtunkhwa,PWD,Lakki Marwat,3-Month Inj,01-02-17,340,462,2300,6,32,2806,506
Khyber Pakhtunkhwa,PWD,Lakki Marwat,3-Month Inj,01-03-17,497,439,1150,6,32,2109,959
Khyber Pakhtunkhwa,PWD,Lakki Marwat,3-Month Inj,01-04-17,481,439.33,550,6,32,1628,1078
Khyber Pakhtunkhwa,PWD,Lakki Marwat,3-Month Inj,01-05-17,507,495,0,6,32,1121,1121
Khyber Pakhtunkhwa,PWD,Lakki Marwat,3-Month Inj,01-06-17,435,474.33,400,6,32,1461,1061
Khyber Pakhtunkhwa,PWD,Lakki Marwat,3-Month Inj,01-07-17,568,503.33,275,3,64,1293,1018
Khyber Pakhtunkhwa,PWD,Lakki Marwat,3-Month Inj,01-08-17,372,458.33,1200,3,64,2121,921
Khyber Pakhtunkhwa,PWD,Lakki Marwat,3-Month Inj,01-09-17,330,423.33,0,2,64,1066,1066
Khyber Pakhtunkhwa,PWD,Lakki Marwat,COC,01-01-17,1561,1663.67,840,6,32,4040,3200
Khyber Pakhtunkhwa,PWD,Lakki Marwat,COC,01-02-17,1319,1542,4440,6,32,7041,2601
Khyber Pakhtunkhwa,PWD,Lakki Marwat,COC,01-03-17,1691,1523.67,1920,6,32,5050,3130
Khyber Pakhtunkhwa,PWD,Lakki Marwat,COC,01-04-17,1606,1538.67,360,6,32,3444,3084
Khyber Pakhtunkhwa,PWD,Lakki Marwat,COC,01-05-17,1333,1543.33,0,6,32,2111,2111
Khyber Pakhtunkhwa,PWD,Lakki Marwat,COC,01-06-17,1245,1394.67,4290,6,32,6626,2336
Khyber Pakhtunkhwa,PWD,Lakki Marwat,COC,01-07-17,1564,1380.67,2160,3,64,5062,2902
Khyber Pakhtunkhwa,PWD,Lakki Marwat,COC,01-08-17,1720,1509.67,2130,3,64,5502,3372
Khyber Pakhtunkhwa,PWD,Lakki Marwat,COC,01-09-17,1563,1615.67,0,2,64,3286,3286
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Condom,01-01-17,27548,28339,5400,6,32,43198,37798
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Condom,01-02-17,26324,27445.33,96000,6,32,115954,19954
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Condom,01-03-17,27221,27031,56700,6,32,88733,32033
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Condom,01-04-17,26884,26809.67,31700,6,32,61849,30149
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Condom,01-05-17,27990,27365,600,6,32,33859,33259
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Condom,01-06-17,28582,27818.67,79000,6,32,104277,25277
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Condom,01-07-17,28570,28380.67,47000,3,64,75707,28707
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Condom,01-08-17,30080,29077.33,37600,3,64,72627,35027
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Condom,01-09-17,31180,29943.33,0,2,64,29230,29230
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Copper-T-380A,01-01-17,512,566.67,44,6,32,836,792
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Copper-T-380A,01-02-17,376,487.67,244,6,32,760,516
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Copper-T-380A,01-03-17,299,395.67,44,6,32,461,417
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Copper-T-380A,01-04-17,116,263.67,19,6,32,205,186
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Copper-T-380A,01-05-17,137,184,115,6,32,208,93
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Copper-T-380A,01-06-17,138,130.33,0,6,32,70,70
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Copper-T-380A,01-07-17,67,114,0,3,64,3,3
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Copper-T-380A,01-08-17,390,198.33,150,3,64,513,363
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Copper-T-380A,01-09-17,300,252.33,0,2,64,238,238
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Disposable Syringes 5ml,01-07-17,0,0,0,2,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,ECP,01-01-17,0,19,5,6,32,271,266
Khyber Pakhtunkhwa,PWD,Lakki Marwat,ECP,01-02-17,5,14.33,0,6,32,261,261
Khyber Pakhtunkhwa,PWD,Lakki Marwat,ECP,01-03-17,0,14.33,0,6,32,261,261
Khyber Pakhtunkhwa,PWD,Lakki Marwat,ECP,01-04-17,5,7.33,0,6,32,256,256
Khyber Pakhtunkhwa,PWD,Lakki Marwat,ECP,01-05-17,20,10,0,6,32,236,236
Khyber Pakhtunkhwa,PWD,Lakki Marwat,ECP,01-06-17,21,15.33,0,6,32,203,203
Khyber Pakhtunkhwa,PWD,Lakki Marwat,ECP,01-07-17,0,15.33,0,3,64,203,203
Khyber Pakhtunkhwa,PWD,Lakki Marwat,ECP,01-08-17,19,20,120,3,64,484,364
Khyber Pakhtunkhwa,PWD,Lakki Marwat,ECP,01-09-17,30,23.33,0,2,64,404,404
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Female,01-01-17,0,0,0,3,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Female,01-02-17,0,0,0,3,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Female,01-03-17,0,0,0,3,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Female,01-04-17,0,0,0,3,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Female,01-05-17,0,0,0,3,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Female,01-06-17,0,0,0,3,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Female,01-07-17,0,0,0,2,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Female,01-08-17,0,0,0,2,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Female,01-09-17,0,0,0,2,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Implanon,01-01-17,0,0,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Implanon,01-02-17,0,0,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Implanon,01-03-17,0,0,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Implanon,01-04-17,0,0,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Implanon,01-05-17,0,0,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Implanon,01-06-17,0,0,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Implanon,01-07-17,0,0,0,3,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Implanon,01-08-17,0,0,0,3,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Implanon,01-09-17,0,0,0,2,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Jadelle,01-01-17,0,0,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Jadelle,01-02-17,0,0,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Jadelle,01-03-17,0,0,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Jadelle,01-04-17,0,0,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Jadelle,01-05-17,0,0,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Jadelle,01-06-17,0,0,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Jadelle,01-07-17,0,0,0,3,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Jadelle,01-08-17,0,0,0,3,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Jadelle,01-09-17,0,0,0,2,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Male,01-01-17,0,0,0,3,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Male,01-02-17,0,0,0,3,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Male,01-03-17,0,0,0,3,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Male,01-04-17,0,0,0,3,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Male,01-05-17,0,0,0,3,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Male,01-06-17,0,0,0,3,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Male,01-07-17,0,0,0,2,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Male,01-08-17,0,0,0,2,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Male,01-09-17,0,0,0,2,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Multiload,01-01-17,0,26,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Multiload,01-02-17,0,26,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Multiload,01-03-17,0,26,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Multiload,01-04-17,0,26,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Multiload,01-05-17,0,26,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Multiload,01-06-17,0,26,0,6,32,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Multiload,01-07-17,0,26,0,3,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Multiload,01-08-17,0,26,0,3,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,Multiload,01-09-17,0,26,0,2,64,0,0
Khyber Pakhtunkhwa,PWD,Lakki Marwat,POP,01-01-17,78,36,0,6,32,405,405
Khyber Pakhtunkhwa,PWD,Lakki Marwat,POP,01-02-17,3,29.33,0,6,32,402,402
Khyber Pakhtunkhwa,PWD,Lakki Marwat,POP,01-03-17,13,31.33,0,6,32,389,389
Khyber Pakhtunkhwa,PWD,Lakki Marwat,POP,01-04-17,20,12,0,6,32,369,369
Khyber Pakhtunkhwa,PWD,Lakki Marwat,POP,01-05-17,0,12,0,6,32,369,369
Khyber Pakhtunkhwa,PWD,Lakki Marwat,POP,01-06-17,12,15,0,6,32,347,347
Khyber Pakhtunkhwa,PWD,Lakki Marwat,POP,01-07-17,0,15,0,3,64,347,347
Khyber Pakhtunkhwa,PWD,Lakki Marwat,POP,01-08-17,0,15,0,3,64,347,347
Khyber Pakhtunkhwa,PWD,Lakki Marwat,POP,01-09-17,0,15,0,2,64,347,347
Khyber Pakhtunkhwa,PWD,Lower Dir,2-Month Inj,01-01-17,0,111.67,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,2-Month Inj,01-02-17,0,111.67,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,2-Month Inj,01-03-17,0,111.67,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,2-Month Inj,01-04-17,0,111.67,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,2-Month Inj,01-05-17,0,111.67,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,2-Month Inj,01-06-17,0,111.67,0,3,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,2-Month Inj,01-07-17,0,111.67,0,3,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,2-Month Inj,01-08-17,0,111.67,0,3,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,2-Month Inj,01-09-17,0,111.67,0,3,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,3 Month Inj.- Sayana Press,01-06-17,0,0,0,3,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,3 Month Inj.- Sayana Press,01-07-17,0,0,0,3,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,3-Month Inj,01-01-17,1327,973,950,6,35,3228,2278
Khyber Pakhtunkhwa,PWD,Lower Dir,3-Month Inj,01-02-17,1200,1151.67,0,6,35,2028,2028
Khyber Pakhtunkhwa,PWD,Lower Dir,3-Month Inj,01-03-17,1022,1183,0,6,35,1006,1006
Khyber Pakhtunkhwa,PWD,Lower Dir,3-Month Inj,01-04-17,425,882.33,0,6,35,581,581
Khyber Pakhtunkhwa,PWD,Lower Dir,3-Month Inj,01-05-17,888,778.33,3150,6,35,5693,2543
Khyber Pakhtunkhwa,PWD,Lower Dir,3-Month Inj,01-06-17,1124,812.33,2425,3,70,4569,2144
Khyber Pakhtunkhwa,PWD,Lower Dir,3-Month Inj,01-07-17,1290,1100.67,825,3,70,3279,2454
Khyber Pakhtunkhwa,PWD,Lower Dir,3-Month Inj,01-08-17,1243,1219,2900,3,70,5636,2736
Khyber Pakhtunkhwa,PWD,Lower Dir,3-Month Inj,01-09-17,1399,1310.67,2000,3,70,4237,2237
Khyber Pakhtunkhwa,PWD,Lower Dir,COC,01-01-17,2502,2656.33,30,6,35,2727,2697
Khyber Pakhtunkhwa,PWD,Lower Dir,COC,01-02-17,2664,2628.33,5340,6,35,10143,4803
Khyber Pakhtunkhwa,PWD,Lower Dir,COC,01-03-17,2914,2693.33,3200,6,35,7229,4029
Khyber Pakhtunkhwa,PWD,Lower Dir,COC,01-04-17,3124,2900.67,140,6,35,4105,3965
Khyber Pakhtunkhwa,PWD,Lower Dir,COC,01-05-17,3194,3077.33,4080,6,35,10271,6191
Khyber Pakhtunkhwa,PWD,Lower Dir,COC,01-06-17,3316,3211.33,1980,3,70,6955,4975
Khyber Pakhtunkhwa,PWD,Lower Dir,COC,01-07-17,3011,3173.67,90,3,70,3944,3854
Khyber Pakhtunkhwa,PWD,Lower Dir,COC,01-08-17,2662,2996.33,9150,3,70,13522,4372
Khyber Pakhtunkhwa,PWD,Lower Dir,COC,01-09-17,2984,2885.67,5520,3,70,10538,5018
Khyber Pakhtunkhwa,PWD,Lower Dir,Condom,01-01-17,38892,36224.67,4309,6,35,63765,59456
Khyber Pakhtunkhwa,PWD,Lower Dir,Condom,01-02-17,38016,37304,41209,6,35,133749,92540
Khyber Pakhtunkhwa,PWD,Lower Dir,Condom,01-03-17,42144,39684,21309,6,35,91605,70296
Khyber Pakhtunkhwa,PWD,Lower Dir,Condom,01-04-17,40867,40342.33,0,6,35,50738,50738
Khyber Pakhtunkhwa,PWD,Lower Dir,Condom,01-05-17,40423,41144.67,72600,6,35,157315,84715
Khyber Pakhtunkhwa,PWD,Lower Dir,Condom,01-06-17,41526,40938.67,52800,3,70,115789,62989
Khyber Pakhtunkhwa,PWD,Lower Dir,Condom,01-07-17,42320,41423,5200,3,70,73469,68269
Khyber Pakhtunkhwa,PWD,Lower Dir,Condom,01-08-17,43512,42452.67,33000,3,70,101957,68957
Khyber Pakhtunkhwa,PWD,Lower Dir,Condom,01-09-17,42984,42938.67,4600,3,70,58973,54373
Khyber Pakhtunkhwa,PWD,Lower Dir,Copper-T-380A,01-01-17,234,242.67,0,6,35,381,381
Khyber Pakhtunkhwa,PWD,Lower Dir,Copper-T-380A,01-02-17,230,235,100,6,35,1051,951
Khyber Pakhtunkhwa,PWD,Lower Dir,Copper-T-380A,01-03-17,293,252.33,15,6,35,758,743
Khyber Pakhtunkhwa,PWD,Lower Dir,Copper-T-380A,01-04-17,330,284.33,0,6,35,428,428
Khyber Pakhtunkhwa,PWD,Lower Dir,Copper-T-380A,01-05-17,156,259.67,0,6,35,272,272
Khyber Pakhtunkhwa,PWD,Lower Dir,Copper-T-380A,01-06-17,53,179.67,0,3,70,219,219
Khyber Pakhtunkhwa,PWD,Lower Dir,Copper-T-380A,01-07-17,95,101.33,810,3,70,1024,214
Khyber Pakhtunkhwa,PWD,Lower Dir,Copper-T-380A,01-08-17,163,103.67,370,3,70,861,491
Khyber Pakhtunkhwa,PWD,Lower Dir,Copper-T-380A,01-09-17,237,165,20,3,70,624,604
Khyber Pakhtunkhwa,PWD,Lower Dir,Disposable Syringes 5ml,01-06-17,0,0,0,3,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Disposable Syringes 5ml,01-07-17,0,0,0,3,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,ECP,01-01-17,5,8.33,90,6,35,128,38
Khyber Pakhtunkhwa,PWD,Lower Dir,ECP,01-02-17,4,5.67,90,6,35,124,34
Khyber Pakhtunkhwa,PWD,Lower Dir,ECP,01-03-17,12,7,90,6,35,112,22
Khyber Pakhtunkhwa,PWD,Lower Dir,ECP,01-04-17,6,7.33,90,6,35,106,16
Khyber Pakhtunkhwa,PWD,Lower Dir,ECP,01-05-17,6,8,90,6,35,100,10
Khyber Pakhtunkhwa,PWD,Lower Dir,ECP,01-06-17,2,4.67,90,3,70,98,8
Khyber Pakhtunkhwa,PWD,Lower Dir,ECP,01-07-17,4,4,0,3,70,94,94
Khyber Pakhtunkhwa,PWD,Lower Dir,ECP,01-08-17,0,4,300,3,70,394,94
Khyber Pakhtunkhwa,PWD,Lower Dir,ECP,01-09-17,22,9.33,300,3,70,372,72
Khyber Pakhtunkhwa,PWD,Lower Dir,Female,01-01-17,0,0,0,3,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Female,01-02-17,0,0,0,3,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Female,01-03-17,0,0,0,3,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Female,01-04-17,0,0,0,3,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Female,01-05-17,0,0,0,3,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Female,01-06-17,0,0,0,1,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Female,01-07-17,0,0,0,1,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Female,01-08-17,0,0,0,1,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Female,01-09-17,0,0,0,1,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Implanon,01-01-17,0,0,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Implanon,01-02-17,0,0,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Implanon,01-03-17,0,0,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Implanon,01-04-17,0,0,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Implanon,01-05-17,0,0,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Implanon,01-06-17,0,0,0,3,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Implanon,01-07-17,0,0,0,3,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Implanon,01-08-17,0,0,0,3,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Implanon,01-09-17,0,0,0,3,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Jadelle,01-01-17,0,0,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Jadelle,01-02-17,0,0,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Jadelle,01-03-17,0,0,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Jadelle,01-04-17,0,0,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Jadelle,01-05-17,0,0,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Jadelle,01-06-17,0,0,0,3,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Jadelle,01-07-17,0,0,0,3,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Jadelle,01-08-17,0,0,0,3,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Jadelle,01-09-17,0,0,0,3,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Male,01-01-17,0,0,0,3,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Male,01-02-17,0,0,0,3,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Male,01-03-17,0,0,0,3,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Male,01-04-17,0,0,0,3,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Male,01-05-17,0,0,0,3,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Male,01-06-17,0,0,0,1,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Male,01-07-17,0,0,0,1,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Male,01-08-17,0,0,0,1,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Male,01-09-17,0,0,0,1,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Multiload,01-01-17,0,4.67,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Multiload,01-02-17,0,4.67,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Multiload,01-03-17,0,4.67,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Multiload,01-04-17,0,4.67,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Multiload,01-05-17,0,4.67,0,6,35,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Multiload,01-06-17,0,4.67,0,3,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Multiload,01-07-17,0,4.67,0,3,70,0,0
Khyber Pakhtunkhwa,PWD,Lower Dir,Multiload,01-08-17,0,4.67,0,3,70,0,0
